345.82	1433.58
346.03	1433.58
346.25	1433.58
346.46	1368.04
346.68	1398.76
346.89	1533.93
347.11	1468.39
347.32	1538.02
347.54	1626.09
347.75	1578.98
347.97	1601.51
348.18	1589.22
348.39	1550.31
348.61	1650.66
348.82	1533.93
349.04	1581.03
349.25	1603.56
349.47	1531.88
349.68	1525.74
349.90	1501.16
350.11	1572.84
350.33	1529.83
350.54	1587.18
350.75	1535.98
350.97	1474.54
351.18	1499.11
351.40	1525.74
351.61	1591.27
351.83	1568.74
352.04	1548.26
352.26	1624.04
352.47	1533.93
352.68	1503.21
352.90	1511.40
353.11	1538.02
353.33	1644.52
353.54	1589.22
353.76	1624.04
353.97	1501.16
354.18	1572.84
354.40	1505.26
354.61	1589.22
354.83	1566.70
355.04	1548.26
355.26	1617.90
355.47	1593.32
355.68	1658.85
355.90	1636.33
356.11	1607.66
356.33	1523.69
356.54	1570.79
356.75	1546.22
356.97	1529.83
357.18	1564.65
357.40	1607.66
357.61	1562.60
357.83	1531.88
358.04	1546.22
358.25	1572.84
358.47	1544.17
358.68	1562.60
358.90	1445.87
359.11	1617.90
359.32	1535.98
359.54	1662.95
359.75	1464.30
359.97	1523.69
360.18	1535.98
360.39	1583.08
360.61	1613.80
360.82	1574.89
361.03	1570.79
361.25	1593.32
361.46	1548.26
361.68	1570.79
361.89	1576.94
362.10	1617.90
362.32	1542.12
362.53	1578.98
362.75	1511.40
362.96	1482.73
363.17	1568.74
363.39	1607.66
363.60	1607.66
363.81	1523.69
364.03	1591.27
364.24	1544.17
364.46	1521.64
364.67	1556.46
364.88	1628.14
365.10	1597.42
365.31	1603.56
365.52	1560.55
365.74	1548.26
365.95	1626.09
366.16	1611.75
366.38	1552.36
366.59	1462.25
366.81	1650.66
367.02	1624.04
367.23	1601.51
367.45	1583.08
367.66	1587.18
367.87	1511.40
368.09	1650.66
368.30	1552.36
368.51	1591.27
368.73	1583.08
368.94	1544.17
369.15	1560.55
369.37	1570.79
369.58	1572.84
369.79	1495.02
370.01	1533.93
370.22	1591.27
370.43	1593.32
370.65	1585.13
370.86	1476.59
371.07	1564.65
371.29	1546.22
371.50	1611.75
371.71	1521.64
371.93	1587.18
372.14	1578.98
372.35	1576.94
372.57	1540.07
372.78	1531.88
372.99	1564.65
373.21	1531.88
373.42	1456.11
373.63	1581.03
373.85	1611.75
374.06	1636.33
374.27	1570.79
374.49	1560.55
374.70	1640.42
374.91	1515.50
375.13	1552.36
375.34	1621.99
375.55	1558.50
375.76	1597.42
375.98	1523.69
376.19	1593.32
376.40	1642.47
376.62	1609.70
376.83	1490.92
377.04	1572.84
377.26	1599.46
377.47	1552.36
377.68	1550.31
377.89	1689.57
378.11	1574.89
378.32	1564.65
378.53	1445.87
378.75	1667.05
378.96	1617.90
379.17	1585.13
379.38	1497.07
379.60	1560.55
379.81	1581.03
380.02	1585.13
380.24	1562.60
380.45	1458.15
380.66	1572.84
380.87	1611.75
381.09	1531.88
381.30	1611.75
381.51	1515.50
381.72	1529.83
381.94	1671.14
382.15	1564.65
382.36	1556.46
382.58	1499.11
382.79	1546.22
383.00	1572.84
383.21	1595.37
383.43	1566.70
383.64	1636.33
383.85	1581.03
384.06	1548.26
384.28	1546.22
384.49	1521.64
384.70	1550.31
384.91	1505.26
385.13	1667.05
385.34	1519.59
385.55	1587.18
385.76	1538.02
385.98	1511.40
386.19	1495.02
386.40	1570.79
386.61	1519.59
386.83	1605.61
387.04	1615.85
387.25	1566.70
387.46	1576.94
387.68	1591.27
387.89	1638.38
388.10	1568.74
388.31	1572.84
388.53	1556.46
388.74	1546.22
388.95	1533.93
389.16	1525.74
389.37	1505.26
389.59	1628.14
389.80	1599.46
390.01	1630.18
390.22	1634.28
390.44	1642.47
390.65	1562.60
390.86	1597.42
391.07	1568.74
391.28	1449.96
391.50	1490.92
391.71	1685.48
391.92	1525.74
392.13	1583.08
392.34	1503.21
392.56	1523.69
392.77	1527.78
392.98	1535.98
393.19	1585.13
393.40	1552.36
393.62	1548.26
393.83	1624.04
394.04	1548.26
394.25	1517.54
394.46	1542.12
394.68	1546.22
394.89	1568.74
395.10	1507.30
395.31	1568.74
395.52	1568.74
395.74	1558.50
395.95	1613.80
396.16	1634.28
396.37	1597.42
396.58	1538.02
396.80	1503.21
397.01	1529.83
397.22	1554.41
397.43	1578.98
397.64	1558.50
397.85	1527.78
398.07	1523.69
398.28	1501.16
398.49	1546.22
398.70	1525.74
398.91	1644.52
399.13	1523.69
399.34	1662.95
399.55	1581.03
399.76	1509.35
399.97	1562.60
400.18	1587.18
400.40	1630.18
400.61	1531.88
400.82	1507.30
401.03	1572.84
401.24	1617.90
401.45	1531.88
401.66	1509.35
401.88	1560.55
402.09	1552.36
402.30	1589.22
402.51	1535.98
402.72	1609.70
402.93	1568.74
403.15	1521.64
403.36	1558.50
403.57	1638.38
403.78	1495.02
403.99	1572.84
404.20	1499.11
404.41	1601.51
404.62	1572.84
404.84	1523.69
405.05	1636.33
405.26	1554.41
405.47	1535.98
405.68	1538.02
405.89	1638.38
406.10	1619.94
406.32	1601.51
406.53	1505.26
406.74	1585.13
406.95	1505.26
407.16	1513.45
407.37	1585.13
407.58	1548.26
407.79	1564.65
408.01	1509.35
408.22	1613.80
408.43	1546.22
408.64	1548.26
408.85	1484.78
409.06	1605.61
409.27	1527.78
409.48	1634.28
409.69	1462.25
409.91	1593.32
410.12	1488.87
410.33	1578.98
410.54	1570.79
410.75	1538.02
410.96	1562.60
411.17	1533.93
411.38	1568.74
411.59	1558.50
411.80	1638.38
412.02	1617.90
412.23	1609.70
412.44	1568.74
412.65	1523.69
412.86	1585.13
