345.82	1443.82
346.03	1443.82
346.25	1443.82
346.46	1335.28
346.68	1409.00
346.89	1562.60
347.11	1546.22
347.32	1480.68
347.54	1609.70
347.75	1492.97
347.97	1560.55
348.18	1497.07
348.39	1591.27
348.61	1495.02
348.82	1525.74
349.04	1552.36
349.25	1656.81
349.47	1523.69
349.68	1566.70
349.90	1538.02
350.11	1519.59
350.33	1558.50
350.54	1568.74
350.75	1499.11
350.97	1531.88
351.18	1538.02
351.40	1482.73
351.61	1515.50
351.83	1568.74
352.04	1519.59
352.26	1497.07
352.47	1484.78
352.68	1445.87
352.90	1589.22
353.11	1529.83
353.33	1675.24
353.54	1486.83
353.76	1562.60
353.97	1564.65
354.18	1513.45
354.40	1486.83
354.61	1632.23
354.83	1566.70
355.04	1515.50
355.26	1474.54
355.47	1599.46
355.68	1656.81
355.90	1630.18
356.11	1505.26
356.33	1470.44
356.54	1540.07
356.75	1556.46
356.97	1538.02
357.18	1542.12
357.40	1642.47
357.61	1495.02
357.83	1540.07
358.04	1503.21
358.25	1568.74
358.47	1548.26
358.68	1511.40
358.90	1501.16
359.11	1585.13
359.32	1570.79
359.54	1603.56
359.75	1521.64
359.97	1521.64
360.18	1552.36
360.39	1613.80
360.61	1533.93
360.82	1609.70
361.03	1570.79
361.25	1548.26
361.46	1617.90
361.68	1476.59
361.89	1558.50
362.10	1597.42
362.32	1558.50
362.53	1593.32
362.75	1603.56
362.96	1535.98
363.17	1576.94
363.39	1492.97
363.60	1595.37
363.81	1587.18
364.03	1599.46
364.24	1591.27
364.46	1550.31
364.67	1542.12
364.88	1591.27
365.10	1587.18
365.31	1560.55
365.52	1581.03
365.74	1562.60
365.95	1495.02
366.16	1533.93
366.38	1660.90
366.59	1605.61
366.81	1597.42
367.02	1593.32
367.23	1544.17
367.45	1566.70
367.66	1593.32
367.87	1542.12
368.09	1613.80
368.30	1535.98
368.51	1538.02
368.73	1556.46
368.94	1546.22
369.15	1576.94
369.37	1568.74
369.58	1552.36
369.79	1595.37
370.01	1605.61
370.22	1497.07
370.43	1533.93
370.65	1572.84
370.86	1535.98
371.07	1581.03
371.29	1558.50
371.50	1619.94
371.71	1462.25
371.93	1527.78
372.14	1628.14
372.35	1560.55
372.57	1535.98
372.78	1523.69
372.99	1642.47
373.21	1527.78
373.42	1533.93
373.63	1617.90
373.85	1521.64
374.06	1677.29
374.27	1568.74
374.49	1525.74
374.70	1619.94
374.91	1626.09
375.13	1546.22
375.34	1611.75
375.55	1533.93
375.76	1535.98
375.98	1478.63
376.19	1513.45
376.40	1601.51
376.62	1550.31
376.83	1552.36
377.04	1515.50
377.26	1601.51
377.47	1568.74
377.68	1572.84
377.89	1515.50
378.11	1607.66
378.32	1544.17
378.53	1486.83
378.75	1628.14
378.96	1564.65
379.17	1599.46
379.38	1531.88
379.60	1574.89
379.81	1621.99
380.02	1527.78
380.24	1519.59
380.45	1482.73
380.66	1538.02
380.87	1533.93
381.09	1548.26
381.30	1630.18
381.51	1542.12
381.72	1560.55
381.94	1626.09
382.15	1576.94
382.36	1560.55
382.58	1499.11
382.79	1550.31
383.00	1593.32
383.21	1558.50
383.43	1603.56
383.64	1572.84
383.85	1503.21
384.06	1519.59
384.28	1546.22
384.49	1505.26
384.70	1495.02
384.91	1550.31
385.13	1691.62
385.34	1589.22
385.55	1626.09
385.76	1523.69
385.98	1478.63
386.19	1521.64
386.40	1562.60
386.61	1548.26
386.83	1550.31
387.04	1523.69
387.25	1517.54
387.46	1646.57
387.68	1521.64
387.89	1546.22
388.10	1585.13
388.31	1560.55
388.53	1507.30
388.74	1601.51
388.95	1568.74
389.16	1587.18
389.37	1560.55
389.59	1638.38
389.80	1617.90
390.01	1607.66
390.22	1511.40
390.44	1689.57
390.65	1503.21
390.86	1658.85
391.07	1589.22
391.28	1521.64
391.50	1525.74
391.71	1591.27
391.92	1507.30
392.13	1548.26
392.34	1515.50
392.56	1495.02
392.77	1597.42
392.98	1587.18
393.19	1538.02
393.40	1548.26
393.62	1552.36
393.83	1560.55
394.04	1593.32
394.25	1495.02
394.46	1574.89
394.68	1576.94
394.89	1521.64
395.10	1548.26
395.31	1548.26
395.52	1552.36
395.74	1564.65
395.95	1621.99
396.16	1556.46
396.37	1568.74
396.58	1538.02
396.80	1560.55
397.01	1595.37
397.22	1507.30
397.43	1544.17
397.64	1562.60
397.85	1515.50
398.07	1505.26
398.28	1503.21
398.49	1552.36
398.70	1591.27
398.91	1572.84
399.13	1529.83
399.34	1636.33
399.55	1478.63
399.76	1562.60
399.97	1546.22
400.18	1562.60
400.40	1583.08
400.61	1589.22
400.82	1501.16
401.03	1527.78
401.24	1568.74
401.45	1581.03
401.66	1548.26
401.88	1628.14
402.09	1484.78
402.30	1609.70
402.51	1540.07
402.72	1538.02
402.93	1515.50
403.15	1525.74
403.36	1523.69
403.57	1611.75
403.78	1480.68
403.99	1552.36
404.20	1527.78
404.41	1636.33
404.62	1517.54
404.84	1538.02
405.05	1505.26
405.26	1509.35
405.47	1595.37
405.68	1578.98
405.89	1566.70
406.10	1630.18
406.32	1617.90
406.53	1550.31
406.74	1529.83
406.95	1544.17
407.16	1617.90
407.37	1589.22
407.58	1515.50
407.79	1568.74
408.01	1447.91
408.22	1503.21
408.43	1591.27
408.64	1562.60
408.85	1576.94
409.06	1574.89
409.27	1619.94
409.48	1593.32
409.69	1599.46
409.91	1585.13
410.12	1568.74
410.33	1548.26
410.54	1552.36
410.75	1511.40
410.96	1558.50
411.17	1585.13
411.38	1630.18
411.59	1562.60
411.80	1578.98
412.02	1564.65
412.23	1560.55
412.44	1583.08
412.65	1574.89
412.86	1607.66
413.07	1548.26
413.28	1603.56
413.49	1484.78
413.70	1581.03
413.91	1535.98
414.12	1576.94
414.33	1495.02
414.55	1478.63
414.76	1621.99
414.97	1525.74
415.18	1564.65
415.39	1669.09
415.60	1535.98
415.81	1595.37
416.02	1593.32
416.23	1630.18
416.44	1560.55
416.65	1615.85
416.86	1546.22
417.07	1587.18
417.28	1601.51
417.49	1595.37
417.71	1515.50
417.92	1583.08
418.13	1877.99
418.34	1556.46
418.55	1552.36
